# schema bench results
# date: 2026-08-06T20:12:51Z
# host: spacegame  arch: x86_64  os: Linux 6.8.0-90-generic
# cpu: AMD EPYC 9124 16-Core Processor
# build: Release
# cpp compiler: g++ (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0
# cpp flags: -O3 -DNDEBUG -DSERIALIZE_RELEASE -std=c++17 -Wall -Wextra -Werror -ffp-contract=off -fno-rtti -Igenerated/cpp -I../serialize-cs-port/serialize -Wno-class-memaccess -Wno-type-limits
# go: go version go1.26.5 linux/amd64 (go run, default optimized build)
# rust: cargo 1.97.1 (c980f4866 2026-06-30); rustc 1.97.1 (8bab26f4f 2026-07-14) (cargo run --release: opt-level 3, no LTO)
# dotnet: 10.0.302 (dotnet run -c Release, workstation GC)
# pinning: taskset -c 0
# noise: NOISY: game server running with one pinned thread per isolated core 1-15; bench pinned to shared core 0 (irqs, ssh, server aux threads)
# schema commit: unknown
# serialize commit: unknown
lang,bench,path,iters,bytes_per_op,runs,median_msgs_per_sec,min_msgs_per_sec,max_msgs_per_sec,median_mb_per_sec,spread_pct
rust,testdata,write,1000000,92,7,6997829,6544583,7141982,613.98,8.54
rust,testdata,read,1000000,92,7,6442016,6020742,6451343,565.21,6.68
rust,message_batch,write,3276800,25,7,38644343,37319294,38710512,921.35,3.60
rust,message_batch,read,3276800,25,7,15794682,15178180,15987648,376.57,5.12
cs,rigidbody_moving,write,2000000,105,7,10405827,3093601,10618856,1042.00,72.32
cs,rigidbody_moving,read,2000000,105,7,12299548,11708155,12512857,1231.63,6.54
cs,rigidbody_at_rest,write,4000000,57,7,16969250,16760512,17023856,922.44,1.55
cs,rigidbody_at_rest,read,4000000,57,7,19538901,17672895,19567299,1062.12,9.70
cs,chat,write,4000000,13,7,25101347,4653585,25667368,311.20,83.72
cs,chat,read,4000000,13,7,51708113,51533708,53573557,641.07,3.94
cs,test,write,16000000,6,7,42348982,34231650,55952586,242.32,51.29
cs,test,read,16000000,6,7,84757570,80597753,85351951,484.99,5.61
cs,inputpacket,write,2000000,61,7,5859640,5351706,8618386,340.88,55.75
cs,inputpacket,read,2000000,61,7,10165262,8319606,10193067,591.36,18.43
cs,shipcreate,write,4000000,28,7,10660933,10273232,17897748,284.68,71.52
cs,shipcreate,read,4000000,28,7,20012628,19703541,20316067,534.39,3.06
cs,ship_shallow,write,4000000,28,7,13451799,12955751,18041480,359.20,37.81
cs,ship_shallow,read,4000000,28,7,22645684,21617871,23005548,604.70,6.13
cs,probe_header,write,16000000,10,7,41352036,29691977,42578659,394.36,31.16
cs,probe_header,read,16000000,10,7,67657168,64938939,68024463,645.23,4.56
cs,probebits,write,4000000,26,7,19353169,19130326,19436355,479.87,1.58
cs,probebits,read,4000000,26,7,44415821,24659970,46049473,1101.31,48.16
cs,probearray,write,2000000,47,7,5192245,5049196,13243112,232.73,157.81
cs,probearray,read,2000000,47,7,14767144,13638481,14798974,661.90,7.86
cs,testdata,write,1000000,92,7,2830410,2195384,5611754,248.33,120.70
cs,testdata,read,1000000,92,7,5491606,5188490,5583548,481.82,7.19
cs,message_batch,write,3276800,25,7,11814555,11460204,30300228,281.68,159.46
cs,message_batch,read,3276800,25,7,21666469,20245944,21733680,516.57,6.87
