# schema bench results
# date: 2026-08-14T06:21:26Z
# host: macbook  arch: arm64  os: Darwin 25.5.0
# cpu: Apple M2
# build: Release
# cpp compiler: Apple clang version 21.0.0 (clang-2100.1.1.101)
# cpp flags: -O3 -DNDEBUG -DSERIALIZE_RELEASE -std=c++17 -Wall -Wextra -Werror -ffp-contract=off -fno-rtti -Igenerated/cpp -Itest -I../serialize
# c compiler: Apple clang version 21.0.0 (clang-2100.1.1.101)
# c flags: -O3 -DNDEBUG -std=c99 -Wall -Wextra -Werror -Igenerated/c -I../serialize.c (serialize.c compiled in, no LTO)
# go: go version go1.26.5 darwin/arm64 (go run, default optimized build)
# rust: cargo 1.97.1 (c980f4866 2026-06-30); rustc 1.97.1 (8bab26f4f 2026-07-14) (cargo run --release: opt-level 3, no LTO)
# dotnet: 10.0.302 (dotnet run -c Release, workstation GC)
# pinning: none
# noise: NOISY: shared desktop — GUI compositor and an unrelated qemu VM active on other cores; spotlight settled before the run
# schema commit: bfd977f
# serialize commit: 1a99090
lang,bench,path,iters,bytes_per_op,runs,median_msgs_per_sec,min_msgs_per_sec,max_msgs_per_sec,median_mb_per_sec,spread_pct
go,probebits,read,4000000,26,7,62408500,61038067,62772176,1547.45,2.78
go,probearray,write,2000000,47,7,19900357,19689182,20133882,891.99,2.23
go,probearray,read,2000000,47,7,17364898,11964913,17426606,778.34,31.45
go,testdata,write,1000000,92,7,9215549,9088788,9272234,808.55,1.99
go,testdata,read,1000000,92,7,9781526,9711763,9813896,858.21,1.04
go,message_batch,write,3276800,25,7,39032777,38510681,39704230,930.61,3.06
go,message_batch,read,3276800,25,7,36070693,23929857,36244480,859.99,34.14
rust,rigidbody_moving,write,2000000,105,7,25812711,25618910,25981815,2584.78,1.41
rust,rigidbody_moving,read,2000000,105,7,46938119,45945721,47393693,4700.19,3.08
rust,rigidbody_at_rest,write,4000000,57,7,50569939,47992801,51279120,2748.95,6.50
rust,rigidbody_at_rest,read,4000000,57,7,90163535,85176532,91122832,4901.24,6.60
rust,chat,write,4000000,13,7,66166513,65680816,66556893,820.32,1.32
rust,chat,read,4000000,13,7,93739563,87867833,94247653,1162.16,6.81
rust,test,write,16000000,6,7,227857476,226581692,228877687,1303.81,1.01
rust,test,read,16000000,6,7,217261175,213307381,219986457,1243.18,3.07
rust,inputpacket,write,2000000,61,7,39770590,39312136,39910899,2313.62,1.51
rust,inputpacket,read,2000000,61,7,18516390,12972146,18645331,1077.17,30.64
rust,shipcreate,write,4000000,28,7,66282230,65900798,66684680,1769.93,1.18
rust,shipcreate,read,4000000,28,7,53938614,53548240,54542418,1440.32,1.84
rust,ship_shallow,write,4000000,28,7,84015227,82087414,84321698,2243.45,2.66
rust,ship_shallow,read,4000000,28,7,39153325,38458041,39326308,1045.51,2.22
rust,probe_header,write,16000000,10,7,195107575,194116944,198441101,1860.69,2.22
rust,probe_header,read,16000000,10,7,160968224,154532076,165634256,1535.11,6.90
rust,probebits,write,4000000,26,7,97841176,96704784,98567385,2426.02,1.90
rust,probebits,read,4000000,26,7,128006144,126032049,132587348,3173.98,5.12
rust,probearray,write,2000000,47,7,39223281,38992752,39369272,1758.09,0.96
rust,probearray,read,2000000,47,7,68551156,67577652,69286963,3072.65,2.49
rust,testdata,write,1000000,92,7,16028285,14112226,16138956,1406.29,12.64
rust,testdata,read,1000000,92,7,14921828,14801475,14993815,1309.21,1.29
rust,message_batch,write,3276800,25,7,69615898,66503234,71043402,1659.77,6.52
rust,message_batch,read,3276800,25,7,46566814,46118417,47711703,1110.24,3.42
cs,rigidbody_moving,write,2000000,105,7,33646300,33087384,33797600,3369.20,2.11
cs,rigidbody_moving,read,2000000,105,7,35570290,35322272,35701408,3561.86,1.07
cs,rigidbody_at_rest,write,4000000,57,7,52780406,48414603,52938833,2869.11,8.57
cs,rigidbody_at_rest,read,4000000,57,7,56565005,55837847,57295837,3074.84,2.58
cs,chat,write,4000000,13,7,40274430,40161247,40384582,499.31,0.55
cs,chat,read,4000000,13,7,80092587,79916088,80212563,992.97,0.37
cs,test,write,16000000,6,7,126715310,126331215,126950676,725.07,0.49
cs,test,read,16000000,6,7,158269012,156465140,158895833,905.62,1.54
cs,inputpacket,write,2000000,61,7,33163646,32534556,33239708,1929.27,2.13
cs,inputpacket,read,2000000,61,7,28853076,28733073,28937488,1678.50,0.71
cs,shipcreate,write,4000000,28,7,52911943,52558550,53010886,1412.90,0.85
cs,shipcreate,read,4000000,28,7,50392431,49979321,50579387,1345.62,1.19
cs,ship_shallow,write,4000000,28,7,55252435,53283815,55595863,1475.40,4.18
cs,ship_shallow,read,4000000,28,7,55495820,55142447,55819847,1481.90,1.22
cs,probe_header,write,16000000,10,7,115417215,115108079,115873596,1100.70,0.66
cs,probe_header,read,16000000,10,7,127559867,125581895,128046404,1216.51,1.93
cs,probebits,write,4000000,26,7,88796343,39084256,89738010,2201.75,57.04
cs,probebits,read,4000000,26,7,94270920,93312525,95249434,2337.50,2.05
cs,probearray,write,2000000,47,7,40328679,40258216,40421842,1807.64,0.41
cs,probearray,read,2000000,47,7,40994527,40763002,41311133,1837.49,1.34
cs,testdata,write,1000000,92,7,13786125,8096025,14067428,1209.57,43.31
cs,testdata,read,1000000,92,7,10002691,9860912,10047676,877.62,1.87
cs,message_batch,write,3276800,25,7,61775363,44817375,67970429,1472.84,37.48
cs,message_batch,read,3276800,25,7,42306401,29339661,42704311,1008.66,31.59
